Document;TfIdfWords
00575;{'CYSTIC': 0.00815067696687361, 'FIBROSIS': 0.00797668059306239, 'PATIENTS': 0.005480581375619221, 'SERUM': 0.03431793911033924, 'USING': 0.049526164741901704, 'CONTROL': 0.018195477072920935, 'NORMAL': 0.0239655278980251, 'VALUES': 0.024304816777437097, 'ACTIVITY': 0.06028477612196505, 'DIFFERENT': 0.024952248748973498, 'PROTEIN': 0.02439485471525931, 'MEASURABLE': 0.10113968615336968, 'CELLS': 0.12019663563448371, 'EXAMINED': 0.02706353135357157, 'SURFACE': 0.03963301873972337, 'CELL': 0.049904497497946995, 'TOTAL': 0.025953936877361618, 'STRAINS': 0.06344634360906184, 'FACTOR': 0.026383552304171595, 'EFFECT': 0.027543119143622015, 'PATIENT': 0.020836030832888517, 'SKIN': 0.026831852427261688, 'SIMILAR': 0.023695652691148376, 'CHANGES': 0.025341324295188414, 'SEVERAL': 0.026831852427261688, 'SPECIFIC': 0.025643080813746284, 'EXPERIMENTS': 0.040896960204592776, 'REQUIRED': 0.04045820129305879, 'PLASMA': 0.026947041093221744, 'STUDIES': 0.02296187662446904, 'FUNCTION': 0.022805672448998917, 'COMPARISON': 0.03331235407079132, 'SENSITIVE': 0.03545296607881446, 'CULTURE': 0.0930357152645118, 'MEDIUM': 0.03599568498072602, 'FRACTIONS': 0.0784878863870169, 'RELATIVE': 0.035720754598435704, 'ENZYME': 0.05412706270714314, 'ACTIVITIES': 0.1786037729921785, 'PART': 0.03545296607881446, 'INDICATED': 0.0330997840996291, 'MEDIA': 0.042866601820703176, 'FURTHERMORE': 0.04135522579810652, 'SHOWED': 0.04971446337207226, 'TECHNIQUE': 0.03050891370498058, 'FACTORS': 0.029276489471477662, 'PHOSPHATE': 0.04760404851532628, 'MEMBRANE': 0.13156603506583517, 'FIBROBLAST': 0.036278148632149884, 'CULTURED': 0.03397769964952917, 'CELLULAR': 0.0388690190267984, 'FUNCTIONS': 0.04760404851532628, 'PREVIOUS': 0.033529399526439074, 'FIBROBLASTS': 0.0845273660816792, 'APPARENT': 0.036278148632149884, 'GLUCOSE': 0.04045820129305879, 'ALKALINE': 0.04233780497134698, 'DIVIDED': 0.042866601820703176, 'PROPOSED': 0.03781971289989178, 'ENZYMES': 0.03229079837342811, 'HETEROZYGOTE': 0.032687357969590956, 'HOMOZYGOTE': 0.0446382539539677, 'INHIBITORY': 0.0892765079079354, 'CYTOPLASMIC': 0.05316071347133335, 'CULTURES': 0.034937394732683924, 'CILIARY': 0.0330997840996291, 'LIGHT': 0.04677886596199085, 'DISRUPTED': 0.06189574295986122, 'INTACT': 0.23802024257663137, 'SUBSTRATE': 0.08366962717631395, 'SIMILARLY': 0.04760404851532628, 'FRACTION': 0.038507252843177055, 'ATTACHED': 0.06189574295986122, 'PREPARED': 0.04677886596199085, 'CYCLE': 0.048501073020374, 'MINIMIZED': 0.06189574295986122, 'OYSTER': 0.04677886596199085, 'INTERFERING': 0.06189574295986122, 'ORGANIZATION': 0.05056984307668484, 'ADENOSINE': 0.3107046070574111, 'MONOPHOSPHATE': 0.05316071347133335, 'ENVIRONMENT': 0.05474989573759376, 'ASSAYING': 0.05474989573759376, 'DISRUPTION': 0.06189574295986122, 'CHROMATOGRAPHIC': 0.05316071347133335, 'DEHYDROGENASE': 0.05662949941588194, 'DISHES': 0.06607579562077014, 'BROKEN': 0.06189574295986122, 'MONOPHOSPHATASE': 0.3303789781038507, 'PARANITROPHENYLPHOSPHATASE': 0.13215159124154027, 'INTERIOR': 0.06607579562077014, 'COMPETITION': 0.06607579562077014, 'SPECIFICITIES': 0.06607579562077014, 'FLUCTUATED': 0.06607579562077014, 'ICULATE': 0.06607579562077014, 'INTERACTS': 0.06607579562077014, 'CONSPICUOUSLY': 0.06607579562077014}
00576;{'CYSTIC': 0.0065884638815561685, 'FIBROSIS': 0.006447816812725432, 'DETERMINED': 0.0732028021469753, 'NORMAL': 0.029058202576355437, 'HETEROZYGOTES': 0.06218447097333474, 'INDIVIDUALS': 0.07030099786565645, 'INCREASED': 0.04678476847300156, 'DERIVED': 0.08184644898213884, 'CELLS': 0.05829536828272461, 'CELL': 0.12101840643252147, 'SKIN': 0.0650672421361096, 'CHANGES': 0.06145271141583191, 'OBSERVED': 0.05280166922489782, 'DECREASED': 0.07135010284313224, 'HUMAN': 0.06679206392328339, 'RATHER': 0.08597344274112506, 'DIFFERENCE': 0.06005047474955582, 'TESTED': 0.08184644898213884, 'CULTURE': 0.15040773967762744, 'HOWEVER': 0.057055444754240306, 'TIME': 0.20403545408255752, 'POPULATION': 0.15040773967762744, 'VITRO': 0.09091908632437307, 'CONSTANT': 0.10144942295128066, 'HOMOZYGOTES': 0.07926684307625809, 'GROWTH': 0.22945860659550738, 'CELLULAR': 0.09425737113998613, 'RELATED': 0.07170982127943475, 'FIBROBLASTS': 0.06832628758269069, 'APPEAR': 0.09171280378223756, 'TIMES': 0.18506509870562468, 'REMAINED': 0.11543981764966622, 'DIPLOID': 0.13276849716366487, 'KINETICS': 0.11343874995782782, 'FRACTION': 0.2801402644341131, 'CYCLE': 0.2352302041488139, 'DOUBLING': 0.2452637389219215, 'GENOTYPES': 0.09917512849613748, 'SUBCULTURE': 0.15009717667766348, 'SENESCENCE': 0.15009717667766348}
00577;{'CYSTIC': 0.007866822545141693, 'FIBROSIS': 0.007698885746537829, 'PATIENTS': 0.04760743821806546, 'SERUM': 0.14905254150908537, 'SIGNIFICANTLY': 0.0645031920347864, 'COMPARED': 0.030258590157325696, 'IGG': 0.049527010773975935, 'IGA': 0.059872491080840785, 'RESULTS': 0.02619987798592806, 'LEVELS': 0.12103436062930278, 'CONDITIONS': 0.039875859058676646, 'COLLECTED': 0.06206060263594341, 'MEASURED': 0.038356714367483474, 'POSSIBILITY': 0.051327428502164214, 'FOUND': 0.02217504862847877, 'USED': 0.03358909092320943, 'ALSO': 0.027305967122550776, 'INCREASED': 0.02793120505850839, 'CORRELATION': 0.04489783273959027, 'CHRONIC': 0.12858146062068543, 'PRODUCED': 0.047619050005171686, 'PRESENCE': 0.03851807132426282, 'IMMUNOGLOBULINS': 0.12412120527188682, 'SIGNIFICANT': 0.027305967122550776, 'RATE': 0.08353535112150684, 'MAY': 0.02043519520711796, 'IGM': 0.13117758670663998, 'POSSIBLE': 0.03640388450242659, 'RELATIONSHIP': 0.050581004314482696, 'METHODS': 0.09584116590041858, 'COMBINED': 0.06056681967240636, 'SUGGESTED': 0.04440843239894862, 'BRONCHIAL': 0.04592757709014178, 'BRONCHIECTASIS': 0.17213743960088806, 'PATHOGENESIS': 0.04987013791165801, 'HIGH': 0.0339430689324231, 'LOWER': 0.0733763718397993, 'DIFFERENCES': 0.034930230163834224, 'DETECT': 0.05681585805627343, 'ASTHMA': 0.047323488403736166, 'LESS': 0.10714787258786483, 'DETECTION': 0.04514868525177507, 'SPUTUM': 0.38146828818805967, 'SHOWED': 0.035987335426052314, 'SAMPLES': 0.042597076324258056, 'ANTIBODY': 0.2152830921975026, 'ANTIGENS': 0.054280051536939135, 'SIMULTANEOUSLY': 0.07926477442606857, 'LACK': 0.15756628734262113, 'IMPORTANT': 0.04370316546088077, 'BRONCHITIS': 0.2272634322250937, 'RANGE': 0.04489783273959027, 'IMMUNOGLOBULIN': 0.12744137348413231, 'PRECIPITATING': 0.20675788235761114, 'RAISES': 0.0853164924575337, 'REACTIONS': 0.06056681967240636, 'III': 0.06772462684049421, 'NOTED': 0.09905402154795187, 'TYPE': 0.048228333505474, 'PREPARED': 0.06772462684049421, 'INFLAMMATION': 0.07926477442606857, 'DISCREPANCY': 0.07926477442606857, 'DIALYSIS': 0.07926477442606857, 'SPEED': 0.07926477442606857, 'LOCALLY': 0.0853164924575337, 'MICROBIAL': 0.08198599169164997, 'CENTRIFUGATION': 0.08961025473293341}
00578;{'CYSTIC': 0.0023530228148414887, 'FIBROSIS': 0.0023027917188305114, 'STUDIED': 0.03833343389595335, 'USING': 0.08578639249936544, 'NORMAL': 0.04151171796622205, 'CHILDREN': 0.07180971283898957, 'ASSOCIATED': 0.04225537334607416, 'MEASURED': 0.09178213795076402, 'METHOD': 0.04424154540161388, 'AGE': 0.07130549578121671, 'TWO': 0.02979959557536445, 'YEARS': 0.03796010023846561, 'INCREASED': 0.033417691766429676, 'RATIO': 0.05697279197047326, 'EFFECT': 0.047708617088059554, 'OBSTRUCTION': 0.16881726627820828, 'INCREASING': 0.05925553074743549, 'INCREASE': 0.09216824209734316, 'LUNG': 0.16716610149834948, 'ALVEOLAR': 0.17142550938502152, 'DIFFERENCE': 0.04289319624968272, 'ASTHMA': 0.05661917362589862, 'MEASUREMENT': 0.13340012592100622, 'VOLUME': 0.2716121736810919, 'VOLUMES': 0.07425107815371801, 'SPITE': 0.08102767854130558, 'AGED': 0.0679761158887557, 'INCREASES': 0.06670006296050311, 'MARKED': 0.06732669367141865, 'SINGLE': 0.0546330015703589, 'CONSTANT': 0.14492774707325806, 'RANGE': 0.05371704988486693, 'MEASUREMENTS': 0.06334198739795062, 'BREATH': 0.08401078719600497, 'AIRWAYS': 0.21251813249172316, 'WHOLE': 0.05925553074743549, 'WEIGHT': 0.09852478335432018, 'PARALLEL': 0.08401078719600497, 'CHANGE': 0.061409601957946466, 'REBREATHING': 0.1072122690554739, 'DEAD': 0.7175796877278303, 'REMAINED': 0.08245701260690444, 'PHYSIOLOGICAL': 0.23911296568711016, 'ANATOMICAL': 0.18966928166237834, 'END': 0.16205535708261115, 'HEIGHT': 0.15463966548338812, 'LINEAR': 0.08571275469251076, 'PCO': 0.196180765833591, 'SPACE': 0.6857020375400861, 'INSPIRATORY': 0.196180765833591, 'UNALTERED': 0.1072122690554739, 'BOHR': 0.11445271741454827, 'EQUATION': 0.10207508919026353, 'SUBSTITUTING': 0.11445271741454827, 'CONSTITUTES': 0.11445271741454827, 'TIDAL': 0.10207508919026353}
00579;{'CYSTIC': 0.007320515423951297, 'FIBROSIS': 0.007164240903028258, 'PATIENTS': 0.029534244079725797, 'ADULT': 0.08807427008473119, 'THREE': 0.06103401603711721, 'CONSIDERED': 0.08176711867819379, 'DIAGNOSIS': 0.05701787079236421, 'BONE': 0.3781291665260927, 'PRESENTED': 0.08597683807061605, 'OBTAINED': 0.0657305807605598, 'NEW': 0.08648653636695483, 'THERAPY': 0.06477263142524955, 'OCCURRED': 0.09624758877911842, 'CHARACTERISTIC': 0.09698837342028956, 'LONG': 0.18693498541618223, 'INVESTIGATION': 0.09624758877911842, 'IMPROVEMENT': 0.0915510240556758, 'USUAL': 0.13068344674934104, 'ANTI': 0.13333095174390563, 'PAIN': 0.12206803207423442, 'CAUSES': 0.11019458721793052, 'NEGATIVE': 0.08862434306518063, 'REVEALED': 0.09624758877911842, 'PROVED': 0.1090123757062973, 'INFLAMMATORY': 0.12206803207423442, 'RADIOGRAPHS': 0.2950411048081441, 'ARTHRITIS': 0.1395293837248559, 'HYPERTROPHIC': 0.31756694414748654, 'OSTEOARTHROPATHY': 0.31756694414748654, 'BONES': 0.1667746407529594, 'SYMPTOMATIC': 0.12604305550869757, 'JOINT': 0.15878347207374327, 'ARTHRALGIA': 0.17803756042263064, 'PERIOSTITIS': 0.17803756042263064, 'FROMATION': 0.17803756042263064, 'ANALGESIC': 0.17803756042263064}
00582;{'CYSTIC': 0.007906156657867402, 'FIBROSIS': 0.007737380175270518, 'PATIENTS': 0.021264655737402577, 'CHILDREN': 0.026808959459889443, 'DISEASE': 0.1154464366594003, 'TWO': 0.033375547044408184, 'FIRST': 0.052277259720850185, 'MALABSORPTION': 0.06682598480162173, 'ASSOCIATION': 0.0754058969119889, 'PATIENT': 0.08084379963160744, 'REPORT': 0.06016309587105097, 'SEVERITY': 0.06227030618420749, 'DISEASES': 0.05205379370888768, 'SEVERE': 0.056796389574666664, 'PULMONARY': 0.039216715985439785, 'CHARACTERISTIC': 0.06983162886260849, 'GASTROINTESTINAL': 0.07037960834637078, 'MAJOR': 0.06016309587105097, 'SEEN': 0.05887232544829954, 'FAILURE': 0.13365196960324346, 'CALCIUM': 0.07152277662316975, 'COLON': 0.11432409989309517, 'MODERATE': 0.08316120753216417, 'GROWTH': 0.1835668852764059, 'DISPROPORTIONATE': 0.10986122886681096, 'OCCASIONALLY': 0.0892688405231878, 'UNITED': 0.09075099996626225, 'STATES': 0.0754058969119889, 'TERMINAL': 0.08788898309344878, 'PRIMARY': 0.06264414884445053, 'MANIFESTATIONS': 0.06929826392096526, 'EVALUATION': 0.07273526905949844, 'ANEMIA': 0.0892688405231878, 'OCCURS': 0.0754058969119889, 'SHOWS': 0.08424255195756969, 'ILEUM': 0.10621479773093188, 'ADOLESCENT': 0.09235185411973298, 'SURGICALLY': 0.10986122886681096, 'ALTERS': 0.10986122886681096, 'ARTHRITIS': 0.10046115628189625, 'PROVEN': 0.09075099996626225, 'CROHN': 0.3602332240263923, 'PROFOUND': 0.11432409989309517, 'MICROSCOPIC': 0.10986122886681096, 'STONES': 0.11432409989309517, 'LAG': 0.11432409989309517, 'DOCUMENTS': 0.12007774134213078, 'FISTULAE': 0.12818704350429408, 'OXALATE': 0.12818704350429408, 'RESECTED': 0.12007774134213078}
00583;{'CYSTIC': 0.002864549513720073, 'FIBROSIS': 0.002803398614228449, 'PATIENTS': 0.023113756236307147, 'LATTER': 0.08357397429898189, 'LEVELS': 0.04407229435958308, 'NORMAL': 0.025268002240309072, 'PANCREATIC': 0.04547530568866072, 'HETEROZYGOTES': 0.10814690604058215, 'TWO': 0.036277768526530633, 'HEALTHY': 0.06235636632994325, 'DIAGNOSTIC': 0.06576004156236803, 'TEST': 0.04366845989060623, 'SEEMS': 0.07263694000176274, 'SWEAT': 0.047605314566056454, 'CONCENTRATION': 0.05495192124502752, 'DUODENAL': 0.09156799125822791, 'JUICE': 0.115450867098839, 'GROUP': 0.08576524525441631, 'BLOOD': 0.05472895385008863, 'ASSOCIATION': 0.08196293142607489, 'CASES': 0.052818924376363964, 'CARRIERS': 0.14140659800280828, 'COMPARISON': 0.07024561619275561, 'LESS': 0.05202106857526771, 'ENZYME': 0.057068750897748745, 'ELECTROLYTE': 0.07711198465837468, 'ANTIGENS': 0.07906007506467222, 'POPULATION': 0.0653946694250554, 'FAMILIES': 0.07590394441587879, 'HOMOZYGOTES': 0.13785537926305752, 'STOOL': 0.08720558483513767, 'CRITERIA': 0.09039261688278714, 'FREQUENT': 0.08046308639374986, 'RESPECTIVELY': 0.1529991485790669, 'GENE': 0.1286680273644833, 'HETEROZYGOTE': 0.06892768963152876, 'HOMOZYGOTE': 0.09412849203336668, 'PROVED': 0.08531403316145006, 'TWELVE': 0.115450867098839, 'DONORS': 0.10919690900206114, 'THIRTY': 0.09703134839476935, 'TYPED': 0.24853065194151122, 'STRONGER': 0.13051928406753344, 'HLA': 0.21839381800412228, 'BROMIDE': 0.12426532597075561, 'SZCZEPANSKI': 0.13051928406753344}
00585;{'CYSTIC': 0.004117789925972605, 'FIBROSIS': 0.004029885507953395, 'PATIENTS': 0.008306506147422881, 'STUDIED': 0.033541754658959186, 'CONTROL': 0.027577519938645795, 'RESULTS': 0.02742799726651844, 'LEVELS': 0.03167696157095034, 'NORMAL': 0.036322753220444294, 'SUBJECTS': 0.033988213603397564, 'CHILDREN': 0.10472249789019313, 'ASSOCIATED': 0.03697345167781489, 'LOW': 0.08030937070691853, 'PANCREATIC': 0.032685375963724894, 'DISEASE': 0.03607701145606259, 'SIX': 0.04624007233411119, 'FOUND': 0.02321450403293871, 'THREE': 0.03433163402087843, 'ALSO': 0.057171868662840686, 'FASTING': 0.09381073542353967, 'EXTREMELY': 0.06974128165874047, 'DERIVED': 0.051154030613836776, 'MAY': 0.04278618996490323, 'THIRD': 0.06340588934455041, 'WOULD': 0.042507386267199486, 'SEVERE': 0.08874435871041667, 'PULMONARY': 0.03063805936362483, 'INVOLVEMENT': 0.04808043226624218, 'HIGH': 0.10660245086589129, 'DATA': 0.03886529435833421, 'ARGININE': 0.061319461334792234, 'CONFIRMED': 0.05455596004891288, 'SEEN': 0.04599400425648401, 'HOWEVER': 0.03565965297140019, 'EXCESSIVE': 0.06416823565969777, 'VARIED': 0.07350943879650434, 'CONSISTENT': 0.052207800626266974, 'PANCREAS': 0.04415364432435302, 'FOUR': 0.1757524946641411, 'SOURCES': 0.06496969338450326, 'RESPONSE': 0.04049437264465311, 'GLUCOSE': 0.061319461334792234, 'SEVEN': 0.050817996157259224, 'SECRETION': 0.2649218659461181, 'WEIGHT': 0.04310459271751508, 'DIMINISHED': 0.26683037573240204, 'PARALLEL': 0.07350943879650434, 'NOTED': 0.05184858940400606, 'GLUCAGON': 0.6008035953653724, 'INSULIN': 0.5880755103720348, 'REACTION': 0.060068794027393235, 'EXCESSIVELY': 0.09381073542353967, 'INTRAVENOUS': 0.05891085696249133, 'DEFICIENT': 0.06496969338450326, 'EXTRA': 0.08057170635498961, 'PRESERVED': 0.08582908505219607, 'OUTPUT': 0.30657967365240185, 'RESPONSES': 0.12681177868910082, 'STRESS': 0.07499866035594692, 'OVERALL': 0.07350943879650434, 'CENTILE': 0.09381073542353967, 'CHART': 0.10014612773772974, 'HYPOGLYCAEMIA': 0.09381073542353967, 'EXTRAPANCREATIC': 0.10014612773772974, 'PROGRESSES': 0.08931570304148059}
00586;{'CYSTIC': 0.003064401805374962, 'FIBROSIS': 0.0029989845640583405, 'CHILDREN': 0.03117320867429005, 'CONDITION': 0.07514647313643623, 'PROBLEMS': 0.14839424885332572, 'MAIN': 0.08852703464582139, 'GOAL': 0.12350557875689754, 'PARENTS': 0.13341362098499485, 'CHILD': 0.2615851083373263, 'CHARACTERISTICS': 0.09031682630014996, 'INVESTIGATION': 0.08057937665228519, 'AMONG': 0.06670681049249742, 'FAMILIES': 0.0811995684448936, 'GIVEN': 0.0663721886912858, 'SPECIAL': 0.09437155623374945, 'IMPORTANT': 0.06809562990416307, 'FOCUS': 0.10940939727851809, 'CONSEQUENCES': 0.10552441856542122, 'PRIMARY': 0.07284203354005876, 'HELP': 0.0955062112144339, 'PSYCHOLOGICAL': 0.10738587688341043, 'DIFFERS': 0.12350557875689754, 'ILLNESS': 0.1887431124674989, 'NEED': 0.08607679009563937, 'INVESTIGATE': 0.10738587688341043, 'ASSESS': 0.19591291152923182, 'MOTOR': 0.13293499987569204, 'FUNCTIONING': 0.11681529800220494, 'REACTS': 0.13293499987569204, 'QUALITY': 0.10738587688341043, 'ISSUES': 0.13293499987569204, 'SEE': 0.12350557875689754, 'EXPERIENCES': 0.1277456149614081, 'EXPLORE': 0.1277456149614081, 'COPE': 0.13293499987569204, 'DISCLOSE': 0.13962528063038462, 'MAGNITUDE': 0.1277456149614081, 'IMPOSES': 0.14905470174917915, 'EMOTIONALLY': 0.13962528063038462, 'INTELLECTUALLY': 0.14905470174917915, 'VISUAL': 0.14905470174917915, 'PEERS': 0.13962528063038462, 'ADAPT': 0.13962528063038462}
00587;{'CYSTIC': 0.0019377834945753436, 'FIBROSIS': 0.001896416709625127, 'PATIENTS': 0.03908944069375474, 'ONE': 0.04615029020726849, 'RESULTS': 0.05162917132521118, 'NORMAL': 0.034186120678065215, 'VALUES': 0.06934021257092349, 'MONTHS': 0.09383753971607361, 'WEEKS': 0.05771243419745151, 'TEST': 0.059080857499055485, 'FIVE': 0.04448473399807249, 'DEVELOPMENT': 0.04399449252354908, 'STUDY': 0.0273640050105148, 'EVIDENCE': 0.03795162909890601, 'INCREASED': 0.027520452042942088, 'CAPACITY': 0.04879867238024099, 'EXAMINED': 0.03860533148965356, 'SIGNIFICANT': 0.026904408782513264, 'HIGHER': 0.03441655030848372, 'RATE': 0.04115344503780116, 'INDEX': 0.28267667777596817, 'PATIENT': 0.029721985158679208, 'EXAMINATION': 0.05492946361453198, 'SEVERITY': 0.045786989841329034, 'RELATIONSHIP': 0.04983716601574031, 'INCREASING': 0.04879867238024099, 'ABNORMALITIES': 0.0421822478114322, 'PRESENT': 0.02883582057752925, 'INVOLVEMENT': 0.04525217154469852, 'EITHER': 0.040956047679975564, 'DECREASING': 0.14773699453220038, 'SHOWN': 0.041970648731254265, 'MEASUREMENT': 0.05492946361453198, 'FLOW': 0.04846818920594602, 'EXPIRATORY': 0.05259027692880129, 'FURTHERMORE': 0.05899201327082842, 'FAILURE': 0.09827350706120842, 'ASSESSING': 0.06790577508803895, 'VARYING': 0.06194305290997771, 'RIGHT': 0.2855605537431212, 'UPPER': 0.1193522622956243, 'USEFULNESS': 0.06790577508803895, 'AVERAGE': 0.10269357185677719, 'LIMIT': 0.14773699453220038, 'ABNORMALITY': 0.0463419946646062, 'SUGGESTS': 0.051346785928388594, 'HEART': 0.17133633224587272, 'COR': 0.06278361781938871, 'PULMONALE': 0.06278361781938871, 'OBSERVATION': 0.05259027692880129, 'VITAL': 0.05598033073191647, 'FVC': 0.07386849726610019, 'PEAK': 0.06039363356206849, 'THIRTY': 0.06563885332587338, 'FORCED': 0.05771243419745151, 'MOTION': 0.07386849726610019, 'ACTUAL': 0.14117394890531185, 'PERSISTENT': 0.07213639380056514, 'VENTRICULAR': 0.2625554133034935, 'SEPTAL': 0.07809911597862638, 'DIED': 0.054430911384007255, 'PEFR': 0.0882924568692138, 'ECHOCARDIOGRAPHY': 0.07583219421646081, 'HIGHEST': 0.06790577508803895, 'ECHOCARDIOGRAPHIC': 0.08406183815668762, 'DIMENSION': 0.23429734793587917, 'RVD': 0.44146228434606904, 'ELECTROCARDIOGRAPHIC': 0.1885103580945501}
00594;{'CYSTIC': 0.006757398852878121, 'FIBROSIS': 0.006613145448949161, 'PATIENTS': 0.0681559478762903, 'EVALUATED': 0.08567433948925862, 'AGE': 0.05119368927882226, 'TEN': 0.10062680834427443, 'FOUND': 0.03809559636174557, 'INCREASED': 0.047984377921027235, 'INCIDENCE': 0.2276434330294705, 'MAY': 0.03510661740710008, 'PATIENT': 0.05182294848179964, 'ABNORMALITIES': 0.07354853464557409, 'ORAL': 0.19154889875836792, 'HIGH': 0.05831245175570122, 'SINCE': 0.06352632160231737, 'ABNORMAL': 0.1952423972543702, 'PARTICULARLY': 0.0924613280591838, 'HELPFUL': 0.10946887209534442, 'DOUBLE': 0.1040506902064417, 'FOLLOWING': 0.0850848646629843, 'SYMPTOMS': 0.07430273683035084, 'ABDOMINAL': 0.10800327174047394, 'AWARENESS': 0.12577627637021613, 'DOSAGE': 0.10946887209534442, 'PAIN': 0.11267818345313946, 'LEAD': 0.1040506902064417, 'RADIOGRAPHIC': 0.13222023606972655, 'FREQUENT': 0.09490517882339726, 'INVESTIGATIONS': 0.10062680834427443, 'EVALUATION': 0.09325034494807492, 'INTRAVENOUS': 0.09667422681024218, 'GALLBLADDER': 0.13222023606972655, 'CONSECUTIVE': 0.11444723143998435, 'CHOLECYSTOGRAMS': 0.1465693588373015, 'CHOLANGIOGRAPHY': 0.15394582223350098, 'CHOLECYSTOGRAPHY': 0.32868472693408735, 'NONVISUALIZED': 0.16434236346704367, 'CALCULI': 0.32868472693408735, 'CHOLECYSTOGRAPHIC': 0.16434236346704367}
00597;{'CYSTIC': 0.0019667056362854232, 'FIBROSIS': 0.0019247214366344572, 'PATIENTS': 0.02380371910903273, 'MEANS': 0.048228333505474, 'CLINICAL': 0.02619987798592806, 'ONE': 0.023419550254434755, 'COMPARED': 0.06051718031465139, 'DISEASE': 0.017230811441701535, 'CONTROLS': 0.03172784497543395, 'FOUND': 0.02217504862847877, 'FIVE': 0.04514868525177507, 'CAPACITY': 0.049527010773975935, 'PER': 0.08010921635755376, 'SURFACE': 0.11475829306725871, 'RATIO': 0.047619050005171686, 'SIGNIFICANT': 0.027305967122550776, 'RATE': 0.04176767556075342, 'OBTAINED': 0.035317923990748554, 'WELL': 0.03518757055837908, 'INDEX': 0.057379146533629355, 'SCORE': 0.11592906062407307, 'SEVERITY': 0.04647037774940857, 'CHANGES': 0.03668818591989965, 'TECHNIQUES': 0.05294255663112291, 'PULMONARY': 0.02926620595928342, 'INVOLVEMENT': 0.04592757709014178, 'VOLUME': 0.04540382604818253, 'FLOW': 0.049191595014989986, 'BODY': 0.09905402154795187, 'SENSITIVE': 0.051327428502164214, 'EXPIRATORY': 0.10675041287040261, 'DETECTION': 0.04514868525177507, 'TECHNIQUE': 0.04416962133407636, 'MEASUREMENTS': 0.05294255663112291, 'RIGHT': 0.17389359093610962, 'SECOND': 0.0502213393655415, 'VIVO': 0.06372068674206616, 'SLIGHTLY': 0.06129503107792026, 'AUTOPSY': 0.06372068674206616, 'WALL': 0.07497101215066884, 'CORRELATIONS': 0.14328102276957022, 'COR': 0.06372068674206616, 'PULMONALE': 0.06372068674206616, 'EXISTED': 0.0853164924575337, 'ASSESSMENT': 0.05920903193799252, 'VITAL': 0.05681585805627343, 'EVALUATE': 0.057964530312036536, 'FORCED': 0.1171476276246777, 'ACTUAL': 0.07164051138478511, 'VENTRICULAR': 0.19985561311161446, 'THORACIC': 0.07497101215066884, 'ROENTGENOGRAPHIC': 0.0853164924575337, 'METER': 0.1706329849150674, 'ECHOCARDIOGRAPHY': 0.07696401801073635, 'DIMENSION': 0.07926477442606857, 'ECHOCARDIOGRAM': 0.0853164924575337, 'SQUARE': 0.17922050946586682, 'ECHOCARDIOGRAMS': 0.08961025473293341, 'ANTERIOR': 0.0853164924575337, 'THICKNESS': 0.1539280360214727, 'RVAW': 0.3826478910575942, 'INTERNAL': 0.08961025473293341, 'RVID': 0.28698591829319564, 'MIDMAXIMAL': 0.09566197276439856, 'ELECTROCARDIOGRAMS': 0.09566197276439856, 'VECTORCARDIOGRAMS': 0.09566197276439856, 'CARDIOTHORACIC': 0.09566197276439856}
00599;{'CYSTIC': 0.004791610095677213, 'FIBROSIS': 0.004689321318345769, 'PATIENTS': 0.009665752607910262, 'CLINICAL': 0.03191621500103964, 'SIGNIFICANTLY': 0.039288307875733536, 'CONTROL': 0.03209020501951511, 'RESULTS': 0.03191621500103964, 'CONDITIONS': 0.09715209297932129, 'DISEASE': 0.06297078363240015, 'AGE': 0.1089029390113128, 'YEAR': 0.10275757224576702, 'ANALYZED': 0.07378139851002229, 'TEST': 0.036522711908507026, 'EARLY': 0.09984692833036571, 'YEARS': 0.03865028387916499, 'ALSO': 0.03326363267656185, 'CONDITION': 0.058750878997577416, 'TOTAL': 0.09154661371287552, 'HYPOTHESIS': 0.06117872249984146, 'THERAPY': 0.042396631478345166, 'ALTHOUGH': 0.04383911770082736, 'SIMILAR': 0.04179051474620713, 'BETTER': 0.07061133692557178, 'RECEIVED': 0.06989823305005757, 'DIAGNOSED': 0.12898731979219036, 'GENERAL': 0.056949226222227756, 'TREATMENT': 0.07534768852298958, 'PULMONARY': 0.07130311997352687, 'USUALLY': 0.06449365989609518, 'LUNG': 0.12765411387146688, 'REQUIRED': 0.07135355500775824, 'DATA': 0.045225069798788896, 'VOLUME': 0.11062023073557198, 'COMPARISON': 0.058750878997577416, 'RESIDUAL': 0.15524676406248844, 'VOLUMES': 0.07560109775651287, 'HOSPITAL': 0.0603329040337525, 'SUGGEST': 0.04400669324818962, 'SHOWED': 0.04383911770082736, 'PROGNOSIS': 0.06612297187227131, 'OLDER': 0.06161685980127892, 'SIBLINGS': 0.2668008837301456, 'CHEST': 0.06449365989609518, 'SIBLING': 0.1826566477852659, 'ADMISSIONS': 0.1091615830383007, 'INITIATION': 0.10393099990281378, 'SCORES': 0.14425473235801814, 'ONSET': 0.16500181812047682, 'RATIOS': 0.07466849240401195, 'YOUNGER': 0.24346047415414854, 'BENEFICIAL': 0.08115349138471617, 'FEWER': 0.0965589070281199, 'ROENTGENOGRAM': 0.10393099990281378, 'PAIRS': 0.187512334789794, 'IMPROVES': 0.1091615830383007}
